FeedbackID,CustomerID,FeedbackDate,Rating,Comments,Region
FB-01276,CUST-2400,2024-01-01,3,Product works as expected. No major complaints.,WEST
FB-01326,CUST-1158,2024-01-01,3,Delivery was slightly delayed but product is fine.,WEST
FB-01629,CUST-2712,2024-01-01,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01712,CUST-2167,2024-01-01,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01793,CUST-2424,2024-01-01,2,Customer service was unhelpful and rude.,CENTRAL
FB-01930,CUST-2796,2024-01-01,5,Delivery was on time and product works perfectly.,CENTRAL
FB-01941,CUST-2850,2024-01-01,3,Delivery was slightly delayed but product is fine.,CENTRAL
FB-00174,CUST-2083,2024-01-02,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00406,CUST-1406,2024-01-02,3,Product works as expected. No major complaints.,SOUTH
FB-00483,CUST-1900,2024-01-02,3,Acceptable quality for the price. Delivery was average.,SOUTH
FB-00490,CUST-1570,2024-01-02,4,Love the product quality. The team was very professional.,SOUTH
FB-00619,CUST-2353,2024-01-02,5,Delivery was on time and product works perfectly.,SOUTH
FB-00630,CUST-2487,2024-01-02,5,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00642,CUST-1227,2024-01-02,4,Delivery was on time and product works perfectly.,SOUTH
FB-00717,CUST-1387,2024-01-02,3,Delivery was slightly delayed but product is fine.,SOUTH
FB-00780,CUST-2054,2024-01-02,4,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00836,CUST-2855,2024-01-02,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,EAST
FB-00936,CUST-1102,2024-01-02,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,EAST
FB-00999,CUST-2133,2024-01-02,4,Delivery was on time and product works perfectly.,EAST
FB-01372,CUST-2575,2024-01-02,1,Delivery was extremely slow and the product arrived damaged.,WEST
FB-01482,CUST-2777,2024-01-02,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,WEST
FB-01681,CUST-1362,2024-01-02,5,Love the product quality. The team was very professional.,CENTRAL
FB-01690,CUST-1913,2024-01-02,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01787,CUST-1017,2024-01-02,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,CENTRAL
FB-00056,CUST-2614,2024-01-03,1,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00338,CUST-2322,2024-01-03,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00426,CUST-1554,2024-01-03,3,Delivery was slightly delayed but product is fine.,SOUTH
FB-00654,CUST-2375,2024-01-03,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00853,CUST-2552,2024-01-03,5,Amazing value for money. Would definitely recommend to a friend.,EAST
FB-00962,CUST-1918,2024-01-03,4,Excellent service and fast delivery. Very happy with my purchase.,EAST
FB-01188,CUST-1469,2024-01-03,5,Love the product quality. The team was very professional.,EAST
FB-01266,CUST-2314,2024-01-03,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01328,CUST-2592,2024-01-03,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,WEST
FB-01448,CUST-2033,2024-01-03,3,Average experience. Nothing stood out positively or negatively.,WEST
FB-01565,CUST-1978,2024-01-03,3,Product matches description but packaging could be improved.,WEST
FB-01717,CUST-1295,2024-01-03,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01778,CUST-1081,2024-01-03,5,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-01868,CUST-1506,2024-01-03,4,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01958,CUST-2603,2024-01-03,2,Wrong item was delivered and the return process is a nightmare.,CENTRAL
FB-00110,CUST-1595,2024-01-04,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00269,CUST-2886,2024-01-04,5,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00506,CUST-2577,2024-01-04,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-01050,CUST-1497,2024-01-04,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01065,CUST-1542,2024-01-04,5,Outstanding customer service resolved my query in minutes.,EAST
FB-01174,CUST-1689,2024-01-04,1,Long delivery time and no tracking updates. Unacceptable.,EAST
FB-01218,CUST-1026,2024-01-04,4,Great experience from order to delivery. Highly recommend.,WEST
FB-01275,CUST-1424,2024-01-04,3,Product matches description but packaging could be improved.,WEST
FB-01298,CUST-2365,2024-01-04,2,Wrong item was delivered and the return process is a nightmare.,WEST
FB-01390,CUST-2761,2024-01-04,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,WEST
FB-01454,CUST-2529,2024-01-04,4,Delivery was on time and product works perfectly.,WEST
FB-01566,CUST-1571,2024-01-04,4,Product quality exceeded my expectations. Will buy again.,WEST
FB-01674,CUST-1122,2024-01-04,5,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01858,CUST-1063,2024-01-04,3,Product matches description but packaging could be improved.,CENTRAL
FB-01863,CUST-2966,2024-01-04,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01935,CUST-1319,2024-01-04,4,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-01992,CUST-2190,2024-01-04,4,Delivery was on time and product works perfectly.,CENTRAL
FB-00273,CUST-1824,2024-01-05,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00421,CUST-2533,2024-01-05,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00551,CUST-2178,2024-01-05,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00724,CUST-1389,2024-01-05,4,Excellent service and fast delivery. Very happy with my purchase.,SOUTH
FB-00794,CUST-1643,2024-01-05,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,SOUTH
FB-00948,CUST-1185,2024-01-05,2,Very poor customer service. Waited 3 days for a response.,EAST
FB-01026,CUST-1560,2024-01-05,4,Great experience from order to delivery. Highly recommend.,EAST
FB-01119,CUST-2207,2024-01-05,4,Great experience from order to delivery. Highly recommend.,EAST
FB-01208,CUST-2391,2024-01-05,3,Delivery was slightly delayed but product is fine.,WEST
FB-01389,CUST-1403,2024-01-05,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01406,CUST-2415,2024-01-05,4,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01479,CUST-2046,2024-01-05,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01557,CUST-1600,2024-01-05,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01786,CUST-1999,2024-01-05,5,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-01890,CUST-1916,2024-01-05,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-00035,CUST-1063,2024-01-06,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00117,CUST-2714,2024-01-06,4,Excellent service and fast delivery. Very happy with my purchase.,NORTH
FB-00306,CUST-1377,2024-01-06,1,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00360,CUST-2919,2024-01-06,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00368,CUST-2013,2024-01-06,1,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00405,CUST-2851,2024-01-06,4,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00626,CUST-1595,2024-01-06,5,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00704,CUST-2243,2024-01-06,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,SOUTH
FB-01031,CUST-1768,2024-01-06,4,Product quality exceeded my expectations. Will buy again.,EAST
FB-01080,CUST-2439,2024-01-06,4,Great experience from order to delivery. Highly recommend.,EAST
FB-01285,CUST-2030,2024-01-06,2,Long delivery time and no tracking updates. Unacceptable.,WEST
FB-01426,CUST-1546,2024-01-06,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01451,CUST-1364,2024-01-06,4,Love the product quality. The team was very professional.,WEST
FB-01526,CUST-1156,2024-01-06,2,Delivery was extremely slow and the product arrived damaged.,WEST
FB-01573,CUST-1097,2024-01-06,5,Quick shipping and well-packaged. Exactly as described.,WEST
FB-01652,CUST-1632,2024-01-06,2,Very poor customer service. Waited 3 days for a response.,CENTRAL
FB-01876,CUST-2813,2024-01-06,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01937,CUST-1422,2024-01-06,3,Product works as expected. No major complaints.,CENTRAL
FB-01953,CUST-2238,2024-01-06,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01996,CUST-2248,2024-01-06,5,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-00092,CUST-1297,2024-01-07,1,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00258,CUST-1257,2024-01-07,1,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00293,CUST-2500,2024-01-07,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00367,CUST-1045,2024-01-07,5,Outstanding customer service resolved my query in minutes.,NORTH
FB-00377,CUST-1259,2024-01-07,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00557,CUST-1590,2024-01-07,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00884,CUST-2359,2024-01-07,4,Amazing value for money. Would definitely recommend to a friend.,EAST
FB-01092,CUST-1729,2024-01-07,4,Delivery was on time and product works perfectly.,EAST
FB-01108,CUST-1964,2024-01-07,4,Love the product quality. The team was very professional.,EAST
FB-01190,CUST-1947,2024-01-07,2,Product quality is below expectations. Disappointed.,EAST
FB-01268,CUST-1341,2024-01-07,5,Outstanding customer service resolved my query in minutes.,WEST
FB-01477,CUST-1185,2024-01-07,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01679,CUST-1911,2024-01-07,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01732,CUST-2624,2024-01-07,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01877,CUST-1924,2024-01-07,3,Good product but the ordering process was confusing.,CENTRAL
FB-01885,CUST-2458,2024-01-07,4,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01956,CUST-1594,2024-01-07,3,Product works as expected. No major complaints.,CENTRAL
FB-01973,CUST-1220,2024-01-07,5,Delivery was on time and product works perfectly.,CENTRAL
FB-00015,CUST-1802,2024-01-08,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00136,CUST-1467,2024-01-08,4,Outstanding customer service resolved my query in minutes.,NORTH
FB-00261,CUST-2252,2024-01-08,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00423,CUST-1648,2024-01-08,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00446,CUST-1585,2024-01-08,4,Delivery was on time and product works perfectly.,SOUTH
FB-00499,CUST-1906,2024-01-08,4,Amazing value for money. Would definitely recommend to a friend.,SOUTH
FB-00639,CUST-2891,2024-01-08,4,Delivery was on time and product works perfectly.,SOUTH
FB-00869,CUST-1187,2024-01-08,5,Great experience from order to delivery. Highly recommend.,EAST
FB-00922,CUST-1479,2024-01-08,1,Product quality is below expectations. Disappointed.,EAST
FB-01006,CUST-1554,2024-01-08,1,Very poor customer service. Waited 3 days for a response.,EAST
FB-01335,CUST-2187,2024-01-08,3,Average experience. Nothing stood out positively or negatively.,WEST
FB-01349,CUST-1605,2024-01-08,3,Acceptable quality for the price. Delivery was average.,WEST
FB-01496,CUST-1303,2024-01-08,5,Love the product quality. The team was very professional.,WEST
FB-01638,CUST-1193,2024-01-08,2,Wrong item was delivered and the return process is a nightmare.,CENTRAL
FB-01782,CUST-1090,2024-01-08,5,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-02000,CUST-1445,2024-01-08,5,Product quality exceeded my expectations. Will buy again.,CENTRAL
FB-00128,CUST-2502,2024-01-09,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00256,CUST-1406,2024-01-09,3,Good product but the ordering process was confusing.,NORTH
FB-00385,CUST-1460,2024-01-09,5,Excellent service and fast delivery. Very happy with my purchase.,NORTH
FB-00401,CUST-2045,2024-01-09,3,Product matches description but packaging could be improved.,SOUTH
FB-00476,CUST-1186,2024-01-09,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00504,CUST-2498,2024-01-09,3,Good product but the ordering process was confusing.,SOUTH
FB-00565,CUST-1872,2024-01-09,5,Delivery was on time and product works perfectly.,SOUTH
FB-00600,CUST-2106,2024-01-09,5,Excellent service and fast delivery. Very happy with my purchase.,SOUTH
FB-00788,CUST-2329,2024-01-09,5,Delivery was on time and product works perfectly.,SOUTH
FB-00838,CUST-1685,2024-01-09,4,Delivery was on time and product works perfectly.,EAST
FB-00934,CUST-1477,2024-01-09,4,Outstanding customer service resolved my query in minutes.,EAST
FB-01103,CUST-2795,2024-01-09,2,Packaging was terrible and product was scratched on arrival.,EAST
FB-01263,CUST-1861,2024-01-09,3,Product matches description but packaging could be improved.,WEST
FB-01559,CUST-1731,2024-01-09,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01675,CUST-1075,2024-01-09,4,Love the product quality. The team was very professional.,CENTRAL
FB-01917,CUST-1048,2024-01-09,1,Very poor customer service. Waited 3 days for a response.,CENTRAL
FB-00226,CUST-1366,2024-01-10,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00228,CUST-2808,2024-01-10,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00305,CUST-2314,2024-01-10,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00325,CUST-1774,2024-01-10,5,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00331,CUST-1264,2024-01-10,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00443,CUST-2615,2024-01-10,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00447,CUST-1542,2024-01-10,5,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00498,CUST-1348,2024-01-10,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00500,CUST-1987,2024-01-10,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00513,CUST-2990,2024-01-10,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00972,CUST-1314,2024-01-10,2,Long delivery time and no tracking updates. Unacceptable.,EAST
FB-01286,CUST-1993,2024-01-10,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01386,CUST-2341,2024-01-10,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01494,CUST-2697,2024-01-10,4,Delivery was on time and product works perfectly.,WEST
FB-01682,CUST-2535,2024-01-10,4,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01727,CUST-2455,2024-01-10,5,Love the product quality. The team was very professional.,CENTRAL
FB-01822,CUST-1390,2024-01-10,3,Product matches description but packaging could be improved.,CENTRAL
FB-00074,CUST-2425,2024-01-11,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00137,CUST-1545,2024-01-11,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00217,CUST-1904,2024-01-11,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00296,CUST-2044,2024-01-11,1,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00364,CUST-2997,2024-01-11,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00391,CUST-1535,2024-01-11,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00859,CUST-1855,2024-01-11,2,Wrong item was delivered and the return process is a nightmare.,EAST
FB-00916,CUST-1232,2024-01-11,3,Good product but the ordering process was confusing.,EAST
FB-00975,CUST-2554,2024-01-11,1,Product quality is below expectations. Disappointed.,EAST
FB-01212,CUST-1118,2024-01-11,5,Outstanding customer service resolved my query in minutes.,WEST
FB-01420,CUST-1655,2024-01-11,4,Outstanding customer service resolved my query in minutes.,WEST
FB-01545,CUST-1157,2024-01-11,2,Delivery was extremely slow and the product arrived damaged.,WEST
FB-01754,CUST-2822,2024-01-11,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01796,CUST-2660,2024-01-11,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01991,CUST-2568,2024-01-11,5,Love the product quality. The team was very professional.,CENTRAL
FB-00234,CUST-2526,2024-01-12,4,Quick shipping and well-packaged. Exactly as described.,NORTH
FB-00272,CUST-2763,2024-01-12,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00453,CUST-1746,2024-01-12,4,Quick shipping and well-packaged. Exactly as described.,SOUTH
FB-00841,CUST-1432,2024-01-12,5,Great experience from order to delivery. Highly recommend.,EAST
FB-01262,CUST-1464,2024-01-12,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01334,CUST-1786,2024-01-12,1,Very poor customer service. Waited 3 days for a response.,WEST
FB-01354,CUST-2005,2024-01-12,3,Acceptable quality for the price. Delivery was average.,WEST
FB-01513,CUST-2691,2024-01-12,3,Good product but the ordering process was confusing.,WEST
FB-01515,CUST-1888,2024-01-12,3,Customer service was adequate. Issue resolved eventually.,WEST
FB-01643,CUST-1601,2024-01-12,3,Good product but the ordering process was confusing.,CENTRAL
FB-01723,CUST-1787,2024-01-12,4,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01807,CUST-2676,2024-01-12,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01887,CUST-1362,2024-01-12,1,Packaging was terrible and product was scratched on arrival.,CENTRAL
FB-00003,CUST-1969,2024-01-13,1,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,NORTH
FB-00020,CUST-2184,2024-01-13,3,Customer service was adequate. Issue resolved eventually.,NORTH
FB-00075,CUST-2215,2024-01-13,2,Long delivery time and no tracking updates. Unacceptable.,NORTH
FB-00188,CUST-1444,2024-01-13,3,Product works as expected. No major complaints.,NORTH
FB-00295,CUST-1482,2024-01-13,3,Average experience. Nothing stood out positively or negatively.,NORTH
FB-00403,CUST-2839,2024-01-13,5,Excellent service and fast delivery. Very happy with my purchase.,SOUTH
FB-00646,CUST-2405,2024-01-13,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00649,CUST-2540,2024-01-13,4,Love the product quality. The team was very professional.,SOUTH
FB-00702,CUST-1186,2024-01-13,1,Product quality is below expectations. Disappointed.,SOUTH
FB-00852,CUST-2029,2024-01-13,4,Delivery was on time and product works perfectly.,EAST
FB-00990,CUST-2832,2024-01-13,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01733,CUST-2671,2024-01-13,5,Delivery was on time and product works perfectly.,CENTRAL
FB-01833,CUST-2298,2024-01-13,4,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-00037,CUST-2828,2024-01-14,4,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00065,CUST-1953,2024-01-14,3,Good product but the ordering process was confusing.,NORTH
FB-00428,CUST-2743,2024-01-14,4,Love the product quality. The team was very professional.,SOUTH
FB-00507,CUST-1164,2024-01-14,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00673,CUST-1496,2024-01-14,1,Very poor customer service. Waited 3 days for a response.,SOUTH
FB-00695,CUST-2588,2024-01-14,5,Delivery was on time and product works perfectly.,SOUTH
FB-00711,CUST-1352,2024-01-14,4,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00790,CUST-2922,2024-01-14,5,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00844,CUST-2471,2024-01-14,3,Product matches description but packaging could be improved.,EAST
FB-00876,CUST-2667,2024-01-14,3,Acceptable quality for the price. Delivery was average.,EAST
FB-01083,CUST-2352,2024-01-14,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01109,CUST-1078,2024-01-14,3,Delivery was slightly delayed but product is fine.,EAST
FB-01179,CUST-2529,2024-01-14,3,Customer service was adequate. Issue resolved eventually.,EAST
FB-01259,CUST-2169,2024-01-14,4,Delivery was on time and product works perfectly.,WEST
FB-01392,CUST-1130,2024-01-14,3,Product works as expected. No major complaints.,WEST
FB-01413,CUST-1458,2024-01-14,2,Very poor customer service. Waited 3 days for a response.,WEST
FB-01535,CUST-2862,2024-01-14,5,Delivery was on time and product works perfectly.,WEST
FB-01536,CUST-2826,2024-01-14,3,Customer service was adequate. Issue resolved eventually.,WEST
FB-01670,CUST-2010,2024-01-14,3,Delivery was slightly delayed but product is fine.,CENTRAL
FB-01685,CUST-2180,2024-01-14,5,Great experience from order to delivery. Highly recommend.,CENTRAL
FB-01689,CUST-2293,2024-01-14,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01998,CUST-2995,2024-01-14,4,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-00055,CUST-2910,2024-01-15,4,Delivery was on time and product works perfectly.,NORTH
FB-00242,CUST-2592,2024-01-15,3,Delivery was slightly delayed but product is fine.,NORTH
FB-00294,CUST-2379,2024-01-15,1,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00424,CUST-1254,2024-01-15,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00522,CUST-2741,2024-01-15,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00641,CUST-1745,2024-01-15,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00917,CUST-2628,2024-01-15,5,Delivery was on time and product works perfectly.,EAST
FB-01296,CUST-1064,2024-01-15,3,Good product but the ordering process was confusing.,WEST
FB-01302,CUST-1925,2024-01-15,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,WEST
FB-01325,CUST-1984,2024-01-15,4,Delivery was on time and product works perfectly.,WEST
FB-01534,CUST-2047,2024-01-15,5,Product quality exceeded my expectations. Will buy again.,WEST
FB-01544,CUST-2735,2024-01-15,1,Long delivery time and no tracking updates. Unacceptable.,WEST
FB-01620,CUST-2249,2024-01-15,4,Quick shipping and well-packaged. Exactly as described.,CENTRAL
FB-01657,CUST-2125,2024-01-15,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,CENTRAL
FB-01886,CUST-2111,2024-01-15,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01911,CUST-2810,2024-01-15,4,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01942,CUST-2637,2024-01-15,5,Love the product quality. The team was very professional.,CENTRAL
FB-00047,CUST-2908,2024-01-16,3,Good product but the ordering process was confusing.,NORTH
FB-00059,CUST-1893,2024-01-16,1,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00141,CUST-1571,2024-01-16,4,Great experience from order to delivery. Highly recommend.,NORTH
FB-00578,CUST-2800,2024-01-16,3,Delivery was slightly delayed but product is fine.,SOUTH
FB-00689,CUST-2655,2024-01-16,5,Love the product quality. The team was very professional.,SOUTH
FB-00902,CUST-1367,2024-01-16,3,Product matches description but packaging could be improved.,EAST
FB-01245,CUST-2143,2024-01-16,5,Delivery was on time and product works perfectly.,WEST
FB-01280,CUST-2407,2024-01-16,4,Love the product quality. The team was very professional.,WEST
FB-01319,CUST-1223,2024-01-16,4,Love the product quality. The team was very professional.,WEST
FB-01399,CUST-2836,2024-01-16,2,Wrong item was delivered and the return process is a nightmare.,WEST
FB-01416,CUST-1832,2024-01-16,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01430,CUST-2181,2024-01-16,4,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01437,CUST-2341,2024-01-16,5,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01576,CUST-1317,2024-01-16,5,Love the product quality. The team was very professional.,WEST
FB-01812,CUST-2483,2024-01-16,4,Delivery was on time and product works perfectly.,CENTRAL
FB-01827,CUST-2669,2024-01-16,5,Love the product quality. The team was very professional.,CENTRAL
FB-01856,CUST-2803,2024-01-16,5,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01951,CUST-1986,2024-01-16,4,Delivery was on time and product works perfectly.,CENTRAL
FB-00484,CUST-1272,2024-01-17,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00813,CUST-2268,2024-01-17,4,Excellent service and fast delivery. Very happy with my purchase.,EAST
FB-00883,CUST-2839,2024-01-17,3,Average experience. Nothing stood out positively or negatively.,EAST
FB-00946,CUST-1242,2024-01-17,5,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01054,CUST-1159,2024-01-17,5,Outstanding customer service resolved my query in minutes.,EAST
FB-01089,CUST-2674,2024-01-17,3,Product is okay. Delivery took a bit longer than expected.,EAST
FB-01292,CUST-2949,2024-01-17,3,Customer service was adequate. Issue resolved eventually.,WEST
FB-01300,CUST-1259,2024-01-17,5,Amazing value for money. Would definitely recommend to a friend.,WEST
FB-01659,CUST-1341,2024-01-17,4,Love the product quality. The team was very professional.,CENTRAL
FB-00011,CUST-1141,2024-01-18,5,Product quality exceeded my expectations. Will buy again.,NORTH
FB-00149,CUST-1077,2024-01-18,2,I have been a loyal customer for 5 years but reconsidering my options after this experience.,NORTH
FB-00274,CUST-2931,2024-01-18,3,Product is okay. Delivery took a bit longer than expected.,NORTH
FB-00289,CUST-2552,2024-01-18,3,Acceptable quality for the price. Delivery was average.,NORTH
FB-00705,CUST-1641,2024-01-18,5,Great experience from order to delivery. Highly recommend.,SOUTH
FB-01022,CUST-1368,2024-01-18,4,Outstanding customer service resolved my query in minutes.,EAST
FB-01271,CUST-1445,2024-01-18,5,Great experience from order to delivery. Highly recommend.,WEST
FB-01321,CUST-2822,2024-01-18,2,The delivery was extremely slow and the product arrived damaged. I am reconsidering my options.,WEST
FB-01324,CUST-2517,2024-01-18,3,Good product but the ordering process was confusing.,WEST
FB-01342,CUST-2849,2024-01-18,3,Acceptable quality for the price. Delivery was average.,WEST
FB-01346,CUST-1812,2024-01-18,4,Delivery was on time and product works perfectly.,WEST
FB-01607,CUST-2721,2024-01-18,3,Customer service was adequate. Issue resolved eventually.,CENTRAL
FB-01687,CUST-2633,2024-01-18,5,Amazing value for money. Would definitely recommend to a friend.,CENTRAL
FB-01789,CUST-1676,2024-01-18,5,Excellent service and fast delivery. Very happy with my purchase.,CENTRAL
FB-01929,CUST-1991,2024-01-18,5,Outstanding customer service resolved my query in minutes.,CENTRAL
FB-01943,CUST-2090,2024-01-18,4,Love the product quality. The team was very professional.,CENTRAL
FB-00087,CUST-1766,2024-01-19,4,Love the product quality. The team was very professional.,NORTH
FB-00224,CUST-1997,2024-01-19,2,Delivery was extremely slow and the product arrived damaged.,NORTH
FB-00323,CUST-2547,2024-01-19,4,Amazing value for money. Would definitely recommend to a friend.,NORTH
FB-00637,CUST-1434,2024-01-19,3,Product is okay. Delivery took a bit longer than expected.,SOUTH
FB-00670,CUST-2639,2024-01-19,3,Customer service was adequate. Issue resolved eventually.,SOUTH
FB-00708,CUST-2589,2024-01-19,4,Product quality exceeded my expectations. Will buy again.,SOUTH
FB-00727,CUST-2511,2024-01-19,4,Great experience from order to delivery. Highly recommend.,SOUTH
FB-00789,CUST-2753,2024-01-19,5,Outstanding customer service resolved my query in minutes.,SOUTH
FB-00969,CUST-2197,2024-01-19,3,Product matches description but packaging could be improved.,EAST
FB-01002,CUST-1683,2024-01-19,3,Acceptable quality for the price. Delivery was average.,EAST
FB-01049,CUST-2657,2024-01-19,4,Delivery was on time and product works perfectly.,EAST
FB-01062,CUST-2617,2024-01-19,4,Quick shipping and well-packaged. Exactly as described.,EAST
FB-01112,CUST-2793,2024-01-19,3,Product works as expected. No major complaints.,EAST
FB-01231,CUST-1166,2024-01-19,4,Delivery was on time and product works perfectly.,WEST
FB-01442,CUST-2113,2024-01-19,4,Product quality exceeded my expectations. Will buy again.,WEST
FB-01446,CUST-2538,2024-01-19,4,Excellent service and fast delivery. Very happy with my purchase.,WEST
FB-01460,CUST-1649,2024-01-19,4,Amazing value for money. Would definitely recommend to a friend.,WEST
